学校,所在地,AB区,院校建设计划,考试方式,学院,专业,学习方式,招生人数,政治考试,外语考试,专业课1考试,专业课二考试,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
东北财经大学,辽宁,A,普通院校,统考,国际经济贸易学院,(020105)世界经济,全日制,研究方向：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
东北财经大学,辽宁,A,普通院校,统考,经济学院,(020102)经济思想史,全日制,研究方向：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
东北财经大学,辽宁,A,普通院校,统考,经济学院,(020103)经济史,全日制,研究方向：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
东北财经大学,辽宁,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,研究方向：13(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
东北财经大学,辽宁,A,普通院校,统考,经济学院,(020106)人口、资源与环境经济学,全日制,研究方向：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
东北财经大学,辽宁,A,普通院校,统考,马克思主义学院,(020101)政治经济学,全日制,研究方向：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,(101)思想政治理论,(202)俄语,(303)数学（三）,(801)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
吉林大学,吉林,A,985，211，双一流,统考,经济学院,(020101)政治经济学,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(823)经济学（政治经济学、西方经济学）,(101)思想政治理论,(202)俄语,(303)数学（三）,(823)经济学（政治经济学、西方经济学）,(101)思想政治理论,(203)日语,(303)数学（三）,(823)经济学（政治经济学、西方经济学）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
吉林大学,吉林,A,985，211，双一流,统考,经济学院,(020104)西方经济学,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(823)经济学（政治经济学、西方经济学）,(101)思想政治理论,(202)俄语,(303)数学（三）,(823)经济学（政治经济学、西方经济学）,(101)思想政治理论,(203)日语,(303)数学（三）,(823)经济学（政治经济学、西方经济学）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
吉林大学,吉林,A,985，211，双一流,统考,经济学院,(020105)世界经济,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(823)经济学（政治经济学、西方经济学）,(101)思想政治理论,(202)俄语,(303)数学（三）,(823)经济学（政治经济学、西方经济学）,(101)思想政治理论,(203)日语,(303)数学（三）,(823)经济学（政治经济学、西方经济学）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
吉林大学,吉林,A,985，211，双一流,统考,东北亚学院,(020105)世界经济,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(950)西方经济学,(101)思想政治理论,(202)俄语,(303)数学（三）,(950)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(950)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
吉林大学,吉林,A,985，211，双一流,统考,东北亚学院,(020106)人口、资源与环境经济学,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(950)西方经济学,(101)思想政治理论,(202)俄语,(303)数学（三）,(950)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(950)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
延边大学,吉林,A,211，双一流,统考,经济管理学院,(020104)西方经济学,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(802)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
延边大学,吉林,A,211，双一流,统考,经济管理学院,(020104)西方经济学,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(802)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
延边大学,吉林,A,211，双一流,统考,经济管理学院,(020104)西方经济学,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(802)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
延边大学,吉林,A,211，双一流,统考,经济管理学院,(020104)西方经济学,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(802)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
延边大学,吉林,A,211，双一流,统考,经济管理学院,(020105)世界经济,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(802)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
延边大学,吉林,A,211，双一流,统考,经济管理学院,(020105)世界经济,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(802)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
延边大学,吉林,A,211，双一流,统考,经济管理学院,(020105)世界经济,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(802)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
延边大学,吉林,A,211，双一流,统考,经济管理学院,(020106)人口、资源与环境经济学,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(802)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
延边大学,吉林,A,211，双一流,统考,经济管理学院,(020106)人口、资源与环境经济学,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(802)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
延边大学,吉林,A,211，双一流,统考,经济管理学院,(020106)人口、资源与环境经济学,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(802)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
延边大学,吉林,A,211，双一流,统考,融合学院,(020105)世界经济,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(802)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
东北师范大学,吉林,A,211，双一流,统考,经济与管理学院,(020101)政治经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(835)西方经济学、政治经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
东北师范大学,吉林,A,211，双一流,统考,经济与管理学院,(020104)西方经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(835)西方经济学、政治经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
东北师范大学,吉林,A,211，双一流,统考,经济与管理学院,(020105)世界经济,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(835)西方经济学、政治经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
吉林财经大学,吉林,A,普通院校,统考,不区分院系所,(020101)政治经济学,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学（西方经济学与政治经济学）,(101)思想政治理论,(202)俄语,(303)数学（三）,(801)经济学（西方经济学与政治经济学）,(101)思想政治理论,(203)日语,(303)数学（三）,(801)经济学（西方经济学与政治经济学）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
吉林财经大学,吉林,A,普通院校,统考,不区分院系所,(020104)西方经济学,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学（西方经济学与政治经济学）,(101)思想政治理论,(202)俄语,(303)数学（三）,(801)经济学（西方经济学与政治经济学）,(101)思想政治理论,(203)日语,(303)数学（三）,(801)经济学（西方经济学与政治经济学）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
吉林财经大学,吉林,A,普通院校,统考,不区分院系所,(020105)世界经济,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学（西方经济学与政治经济学）,(101)思想政治理论,(202)俄语,(303)数学（三）,(801)经济学（西方经济学与政治经济学）,(101)思想政治理论,(203)日语,(303)数学（三）,(801)经济学（西方经济学与政治经济学）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
吉林财经大学,吉林,A,普通院校,统考,不区分院系所,(020105)世界经济,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学（西方经济学与政治经济学）,(101)思想政治理论,(202)俄语,(303)数学（三）,(801)经济学（西方经济学与政治经济学）,(101)思想政治理论,(203)日语,(303)数学（三）,(801)经济学（西方经济学与政治经济学）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
吉林财经大学,吉林,A,普通院校,统考,不区分院系所,(020105)世界经济,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学（西方经济学与政治经济学）,(101)思想政治理论,(202)俄语,(303)数学（三）,(801)经济学（西方经济学与政治经济学）,(101)思想政治理论,(203)日语,(303)数学（三）,(801)经济学（西方经济学与政治经济学）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中共吉林省委党校(吉林省行政学院),吉林,A,普通院校,统考,不区分院系所,(020101)政治经济学,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(922)经济学综合（含西经、政经）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
黑龙江大学,黑龙江,A,普通院校,统考,经济与工商管理学院,(020100)理论经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)西方经济学,(101)思想政治理论,(202)俄语,(303)数学（三）,(802)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(802)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
哈尔滨工业大学,黑龙江,A,985，211，双一流,统考,人文社科与法学学院,(020100)理论经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(857)经济学(含政治经济学、微观、宏观经济学),(101)思想政治理论,(202)俄语,(303)数学（三）,(857)经济学(含政治经济学、微观、宏观经济学),(101)思想政治理论,(203)日语,(303)数学（三）,(857)经济学(含政治经济学、微观、宏观经济学),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
哈尔滨商业大学,黑龙江,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学综合,(101)思想政治理论,(202)俄语,(303)数学（三）,(801)经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(801)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
哈尔滨商业大学,黑龙江,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学综合,(101)思想政治理论,(202)俄语,(303)数学（三）,(801)经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(801)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
哈尔滨商业大学,黑龙江,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学综合,(101)思想政治理论,(202)俄语,(303)数学（三）,(801)经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(801)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
复旦大学,上海,A,985，211，双一流,统考,社会发展与公共政策学院,(020100)理论经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(860)微观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上海财经大学,上海,A,211，双一流,统考,经济学院,(020101)政治经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上海财经大学,上海,A,211，双一流,统考,经济学院,(020101)政治经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上海财经大学,上海,A,211，双一流,统考,经济学院,(020101)政治经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上海财经大学,上海,A,211，双一流,统考,经济学院,(020102)经济思想史,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上海财经大学,上海,A,211，双一流,统考,经济学院,(020103)经济史,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上海财经大学,上海,A,211，双一流,统考,经济学院,(020104)西方经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上海财经大学,上海,A,211，双一流,统考,经济学院,(020104)西方经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上海财经大学,上海,A,211，双一流,统考,经济学院,(020104)西方经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上海财经大学,上海,A,211，双一流,统考,经济学院,(020104)西方经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上海财经大学,上海,A,211，双一流,统考,经济学院,(020106)人口、资源与环境经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上海财经大学,上海,A,211，双一流,统考,经济学院,(020106)人口、资源与环境经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上海财经大学,上海,A,211，双一流,统考,经济学院,(020106)人口、资源与环境经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上海财经大学,上海,A,211，双一流,统考,商学院,(020105)世界经济,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上海对外经贸大学,上海,A,普通院校,统考,国际经贸学院,(020101)政治经济学,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(833)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
